from_node,f_type,to_node,t_type,date,times
010279,0,010645,2,2014-07-31 00:00:00.0,0
010645,2,010279,0,2014-07-31 00:00:00.0,0
010642,3,010097,1,2014-07-31 00:00:00.0,0
009820,1,010243,2,2014-08-01 00:00:00.0,0
010863,2,010513,1,2014-08-01 00:00:00.0,20
010856,2,010513,1,2014-08-01 00:00:00.0,1
010855,2,010513,1,2014-08-01 00:00:00.0,2
010365,0,010829,2,2014-08-01 00:00:00.0,0
010520,0,010797,2,2014-08-01 00:00:00.0,0
010520,0,010785,2,2014-08-01 00:00:00.0,0
010829,2,010365,0,2014-08-01 00:00:00.0,24
010560,0,010820,2,2014-08-01 00:00:00.0,0
010820,2,010560,0,2014-08-01 00:00:00.0,3
010797,2,010520,0,2014-08-01 00:00:00.0,7
010785,2,010520,0,2014-08-01 00:00:00.0,19
010776,4,009742,0,2014-08-01 00:00:00.0,2
010776,4,010775,2,2014-08-01 00:00:00.0,0
009742,0,010776,4,2014-08-01 00:00:00.0,0
009742,0,010775,2,2014-08-01 00:00:00.0,0
010775,2,009742,0,2014-08-01 00:00:00.0,1
010932,2,010731,2,2014-08-02 00:00:00.0,2
010554,0,010934,3,2014-08-02 00:00:00.0,0
010934,3,010554,0,2014-08-02 00:00:00.0,3
010932,2,010360,0,2014-08-02 00:00:00.0,24
010924,2,010114,1,2014-08-02 00:00:00.0,48
010922,2,010114,1,2014-08-02 00:00:00.0,28
008804,3,008711,2,2014-08-03 00:00:00.0,10
010811,0,010976,2,2014-08-03 00:00:00.0,1
010976,2,010811,0,2014-08-03 00:00:00.0,9
010963,4,010114,1,2014-08-03 00:00:00.0,1
010533,1,011136,4,2014-08-04 00:00:00.0,1
011130,2,010602,0,2014-08-04 00:00:00.0,1
011127,2,010602,0,2014-08-04 00:00:00.0,8
010983,2,011089,4,2014-08-04 00:00:00.0,1
011097,4,011105,4,2014-08-04 00:00:00.0,0
011080,4,011105,4,2014-08-04 00:00:00.0,2
011080,4,011104,4,2014-08-04 00:00:00.0,0
011080,4,011097,4,2014-08-04 00:00:00.0,0
011080,4,011089,4,2014-08-04 00:00:00.0,3
011089,4,011105,4,2014-08-04 00:00:00.0,0
011104,4,011105,4,2014-08-04 00:00:00.0,0
011104,4,011097,4,2014-08-04 00:00:00.0,0
011104,4,011089,4,2014-08-04 00:00:00.0,0
011104,4,011080,4,2014-08-04 00:00:00.0,0
011105,4,011104,4,2014-08-04 00:00:00.0,0
011105,4,011097,4,2014-08-04 00:00:00.0,0
011105,4,011089,4,2014-08-04 00:00:00.0,0
011105,4,011080,4,2014-08-04 00:00:00.0,0
011097,4,011104,4,2014-08-04 00:00:00.0,0
011097,4,011089,4,2014-08-04 00:00:00.0,0
011097,4,011080,4,2014-08-04 00:00:00.0,0
011089,4,011104,4,2014-08-04 00:00:00.0,0
011089,4,011097,4,2014-08-04 00:00:00.0,0
011089,4,011080,4,2014-08-04 00:00:00.0,0
011067,3,010663,0,2014-08-04 00:00:00.0,5
011066,2,010676,0,2014-08-04 00:00:00.0,75
010676,0,011066,2,2014-08-04 00:00:00.0,0
010731,2,010932,2,2014-08-04 00:00:00.0,0
011029,3,010845,1,2014-08-04 00:00:00.0,5
010602,0,010992,2,2014-08-04 00:00:00.0,0
011001,4,010602,0,2014-08-04 00:00:00.0,25
010602,0,011001,4,2014-08-04 00:00:00.0,0
010602,0,010996,4,2014-08-04 00:00:00.0,0
010996,4,010602,0,2014-08-04 00:00:00.0,1
010992,2,010602,0,2014-08-04 00:00:00.0,3
008711,2,002327,3,2014-08-05 00:00:00.0,11
006557,1,009919,3,2014-08-05 00:00:00.0,0
011195,1,006682,2,2014-08-05 00:00:00.0,5
011204,3,009508,0,2014-08-05 00:00:00.0,10
006682,2,011195,1,2014-08-05 00:00:00.0,44
005944,1,006320,4,2014-08-05 00:00:00.0,0
010409,4,010091,1,2014-08-05 00:00:00.0,17
011172,4,010421,2,2014-08-05 00:00:00.0,0
011172,4,011139,3,2014-08-05 00:00:00.0,0
011172,4,010409,4,2014-08-05 00:00:00.0,0
011172,4,010404,4,2014-08-05 00:00:00.0,0
011172,4,010383,2,2014-08-05 00:00:00.0,0
011172,4,010091,1,2014-08-05 00:00:00.0,0
010421,2,011172,4,2014-08-05 00:00:00.0,0
010421,2,011139,3,2014-08-05 00:00:00.0,0
011139,3,010421,2,2014-08-05 00:00:00.0,0
011139,3,010409,4,2014-08-05 00:00:00.0,0
011139,3,010404,4,2014-08-05 00:00:00.0,0
011139,3,010383,2,2014-08-05 00:00:00.0,0
011139,3,010091,1,2014-08-05 00:00:00.0,0
011336,4,011222,1,2014-08-06 00:00:00.0,15
010648,1,010867,3,2014-08-06 00:00:00.0,0
010867,3,010648,1,2014-08-06 00:00:00.0,1
011325,3,011008,1,2014-08-06 00:00:00.0,14
011323,2,010456,0,2014-08-06 00:00:00.0,7
010597,1,011310,3,2014-08-06 00:00:00.0,0
011310,3,010597,1,2014-08-06 00:00:00.0,18
011232,3,011007,0,2014-08-06 00:00:00.0,87
010793,1,011256,4,2014-08-06 00:00:00.0,0
010513,1,010856,2,2014-08-06 00:00:00.0,0
011256,4,010793,1,2014-08-06 00:00:00.0,4
010648,1,011440,4,2014-08-07 00:00:00.0,0
011440,4,010648,1,2014-08-07 00:00:00.0,0
011432,3,009655,0,2014-08-07 00:00:00.0,0
011418,3,011026,0,2014-08-07 00:00:00.0,87
011409,2,011301,1,2014-08-07 00:00:00.0,39
011362,2,010678,1,2014-08-07 00:00:00.0,1
011352,2,011170,0,2014-08-07 00:00:00.0,8
004073,3,002997,4,2014-08-07 00:00:00.0,56
011342,2,011222,1,2014-08-07 00:00:00.0,1
011549,3,011007,0,2014-08-08 00:00:00.0,29
011007,0,011549,3,2014-08-08 00:00:00.0,0
011540,3,011304,1,2014-08-08 00:00:00.0,13
000246,1,008711,2,2014-08-08 00:00:00.0,8
008711,2,000246,1,2014-08-08 00:00:00.0,4
011008,1,011521,4,2014-08-08 00:00:00.0,0
011521,4,011008,1,2014-08-08 00:00:00.0,201
011496,2,002185,1,2014-08-08 00:00:00.0,1
011404,1,011496,2,2014-08-08 00:00:00.0,0
011496,2,011404,1,2014-08-08 00:00:00.0,5
011022,0,011490,3,2014-08-08 00:00:00.0,0
011490,3,011022,0,2014-08-08 00:00:00.0,185
011482,4,010663,0,2014-08-08 00:00:00.0,8
011481,3,011190,1,2014-08-08 00:00:00.0,8
011450,2,011170,0,2014-08-08 00:00:00.0,1
011170,0,011352,2,2014-08-08 00:00:00.0,1
011447,2,011061,0,2014-08-08 00:00:00.0,10
011162,1,011591,4,2014-08-09 00:00:00.0,1
011591,4,011162,1,2014-08-09 00:00:00.0,79
011293,1,011588,3,2014-08-09 00:00:00.0,1
011588,3,011293,1,2014-08-09 00:00:00.0,9
011587,4,010038,0,2014-08-09 00:00:00.0,434
011031,1,011583,2,2014-08-09 00:00:00.0,0
011583,2,011031,1,2014-08-09 00:00:00.0,27
011577,3,011031,1,2014-08-09 00:00:00.0,5
011284,1,008711,2,2014-08-09 00:00:00.0,7
011575,4,006833,0,2014-08-09 00:00:00.0,406
011566,4,011061,0,2014-08-09 00:00:00.0,104
010903,1,011560,3,2014-08-09 00:00:00.0,11
011560,3,010903,1,2014-08-09 00:00:00.0,1
010663,0,011482,4,2014-08-09 00:00:00.0,0
011556,3,011211,1,2014-08-09 00:00:00.0,1
011664,1,008711,2,2014-08-10 00:00:00.0,1
010880,2,011397,0,2014-08-10 00:00:00.0,24
010889,2,011397,0,2014-08-10 00:00:00.0,23
011190,1,011652,3,2014-08-10 00:00:00.0,0
011652,3,011190,1,2014-08-10 00:00:00.0,4
011645,2,009206,2,2014-08-10 00:00:00.0,0
010729,0,011635,3,2014-08-10 00:00:00.0,0
010729,0,011637,3,2014-08-10 00:00:00.0,0
011637,3,010729,0,2014-08-10 00:00:00.0,8
011635,3,010729,0,2014-08-10 00:00:00.0,32
011504,1,011634,2,2014-08-10 00:00:00.0,0
011504,1,011629,3,2014-08-10 00:00:00.0,0
011634,2,011504,1,2014-08-10 00:00:00.0,0
011629,3,011504,1,2014-08-10 00:00:00.0,17
011606,2,011033,0,2014-08-10 00:00:00.0,2
003238,4,002170,2,2014-08-10 00:00:00.0,1
003238,4,008711,2,2014-08-10 00:00:00.0,15
008711,2,011284,1,2014-08-10 00:00:00.0,2
006016,2,005890,1,2014-08-11 00:00:00.0,11
003238,4,011664,1,2014-08-11 00:00:00.0,4
011777,3,006439,1,2014-08-11 00:00:00.0,1
011531,1,011770,1,2014-08-11 00:00:00.0,63
011776,3,006439,1,2014-08-11 00:00:00.0,8
011772,2,008552,0,2014-08-11 00:00:00.0,1
011157,1,011770,1,2014-08-11 00:00:00.0,88
011770,1,011157,1,2014-08-11 00:00:00.0,424
011157,1,011531,1,2014-08-11 00:00:00.0,70
011424,1,011531,1,2014-08-11 00:00:00.0,14
010693,1,011531,1,2014-08-11 00:00:00.0,0
011664,1,002327,3,2014-08-11 00:00:00.0,1
002327,3,011664,1,2014-08-11 00:00:00.0,62
011858,3,011230,1,2014-08-12 00:00:00.0,4
011770,1,011531,1,2014-08-12 00:00:00.0,384
011531,1,011157,1,2014-08-12 00:00:00.0,46
011765,1,011596,3,2014-08-13 00:00:00.0,0
011765,1,011959,3,2014-08-13 00:00:00.0,0
011765,1,011968,2,2014-08-13 00:00:00.0,4
011765,1,011974,3,2014-08-13 00:00:00.0,0
011765,1,011998,3,2014-08-13 00:00:00.0,2
011998,3,011765,1,2014-08-13 00:00:00.0,16
011990,2,011413,0,2014-08-13 00:00:00.0,4
011980,2,011986,4,2014-08-13 00:00:00.0,10
011986,4,011980,2,2014-08-13 00:00:00.0,8
011974,3,011765,1,2014-08-13 00:00:00.0,26
011968,2,011765,1,2014-08-13 00:00:00.0,82
011959,3,011765,1,2014-08-13 00:00:00.0,274
011596,3,011765,1,2014-08-13 00:00:00.0,378
011259,1,011903,3,2014-08-13 00:00:00.0,0
011259,1,011916,4,2014-08-13 00:00:00.0,0
011916,4,011259,1,2014-08-13 00:00:00.0,4
011903,3,011259,1,2014-08-13 00:00:00.0,4
001321,2,011842,1,2014-08-13 00:00:00.0,2
011900,3,011503,1,2014-08-13 00:00:00.0,12
011884,4,011878,2,2014-08-13 00:00:00.0,4
000040,1,011392,0,2014-08-14 00:00:00.0,2
002327,3,011382,1,2014-08-14 00:00:00.0,46
012053,2,011742,1,2014-08-14 00:00:00.0,24
012044,4,002189,1,2014-08-14 00:00:00.0,16
012203,3,011938,1,2014-08-15 00:00:00.0,2
012080,3,009896,1,2014-08-15 00:00:00.0,74
011765,1,012146,3,2014-08-15 00:00:00.0,0
012146,3,011765,1,2014-08-15 00:00:00.0,66
012106,3,011812,1,2014-08-15 00:00:00.0,34
012203,3,011938,1,2014-08-15 00:00:00.0,2
012299,3,010360,0,2014-08-16 00:00:00.0,88
012283,3,012058,1,2014-08-16 00:00:00.0,48
012274,2,011940,1,2014-08-16 00:00:00.0,88
012265,2,011940,1,2014-08-16 00:00:00.0,158
011940,1,012257,3,2014-08-16 00:00:00.0,0
012257,3,011940,1,2014-08-16 00:00:00.0,136
,0,010898,1,2014-08-16 00:00:00.0,2
011930,1,012329,2,2014-08-17 00:00:00.0,0
012329,2,011930,1,2014-08-17 00:00:00.0,0
012320,2,011930,1,2014-08-17 00:00:00.0,8
011930,1,012320,2,2014-08-17 00:00:00.0,2
,0,011930,1,2014-08-17 00:00:00.0,18
011930,1,012240,0,2014-08-17 00:00:00.0,2
012154,1,012570,2,2014-08-18 00:00:00.0,0
012570,2,012154,1,2014-08-18 00:00:00.0,28
011980,2,012136,1,2014-08-18 00:00:00.0,4
011986,4,012136,1,2014-08-18 00:00:00.0,14
012568,4,012136,1,2014-08-18 00:00:00.0,14
012564,2,012138,1,2014-08-18 00:00:00.0,444
012154,1,012513,2,2014-08-18 00:00:00.0,0
012513,2,012154,1,2014-08-18 00:00:00.0,14
012136,1,012478,2,2014-08-18 00:00:00.0,4
012478,2,012136,1,2014-08-18 00:00:00.0,48
012136,1,012475,2,2014-08-18 00:00:00.0,10
012475,2,012136,1,2014-08-18 00:00:00.0,16
012429,2,012169,1,2014-08-18 00:00:00.0,2
012420,3,012169,1,2014-08-18 00:00:00.0,4
011701,1,012759,2,2014-08-19 00:00:00.0,0
012759,2,011701,1,2014-08-19 00:00:00.0,20
012763,3,011162,1,2014-08-19 00:00:00.0,12
012750,3,011162,1,2014-08-19 00:00:00.0,6
012809,3,012892,4,2014-08-20 00:00:00.0,2
012892,4,012809,3,2014-08-20 00:00:00.0,4
012902,3,012443,1,2014-08-20 00:00:00.0,4
012443,1,012902,3,2014-08-20 00:00:00.0,0
012902,3,012898,2,2014-08-20 00:00:00.0,0
012443,1,012898,2,2014-08-20 00:00:00.0,0
012898,2,012443,1,2014-08-20 00:00:00.0,20
012892,4,012534,1,2014-08-20 00:00:00.0,226
012809,3,012534,1,2014-08-20 00:00:00.0,12
012802,2,012512,1,2014-08-20 00:00:00.0,4
012995,3,011258,0,2014-08-21 00:00:00.0,2
012977,4,012570,2,2014-08-21 00:00:00.0,0
012570,2,012977,4,2014-08-21 00:00:00.0,6
012977,4,012154,1,2014-08-21 00:00:00.0,16
012969,3,011893,1,2014-08-21 00:00:00.0,16
012968,2,011268,1,2014-08-21 00:00:00.0,0
010513,1,010863,2,2014-08-21 00:00:00.0,0
010208,4,002163,0,2014-08-21 00:00:00.0,2
012044,4,002602,2,2014-08-21 00:00:00.0,36
011838,1,012923,2,2014-08-21 00:00:00.0,0
012923,2,011838,1,2014-08-21 00:00:00.0,6
012605,4,012835,1,2014-08-21 00:00:00.0,6
012835,1,012912,3,2014-08-21 00:00:00.0,2
012912,3,012835,1,2014-08-21 00:00:00.0,12
010404,4,010421,2,2014-08-21 00:00:00.0,44
010404,4,011775,0,2014-08-21 00:00:00.0,44
010421,2,011775,0,2014-08-21 00:00:00.0,0
013128,4,012608,1,2014-08-22 00:00:00.0,182
013121,2,012608,1,2014-08-22 00:00:00.0,10
012491,1,013009,2,2014-08-22 00:00:00.0,10
013009,2,012491,1,2014-08-22 00:00:00.0,28
013046,3,008719,0,2014-08-22 00:00:00.0,8
013039,2,012922,1,2014-08-22 00:00:00.0,2
012922,1,013039,2,2014-08-22 00:00:00.0,0
004073,3,003554,1,2014-08-22 00:00:00.0,4
010368,1,013005,2,2014-08-22 00:00:00.0,0
013005,2,010368,1,2014-08-22 00:00:00.0,6
013186,2,013084,1,2014-08-23 00:00:00.0,2
013180,4,012512,1,2014-08-23 00:00:00.0,32
013176,2,011718,1,2014-08-23 00:00:00.0,14
013084,1,013167,2,2014-08-23 00:00:00.0,0
013167,2,013084,1,2014-08-23 00:00:00.0,32
013158,2,012595,1,2014-08-23 00:00:00.0,206
013147,3,012959,1,2014-08-23 00:00:00.0,16
013145,3,012959,1,2014-08-23 00:00:00.0,26
012835,1,013134,2,2014-08-23 00:00:00.0,0
013134,2,012835,1,2014-08-23 00:00:00.0,4
013230,3,012616,1,2014-08-24 00:00:00.0,4
013084,1,013186,2,2014-08-24 00:00:00.0,0
013038,1,013207,2,2014-08-24 00:00:00.0,0
013207,2,013038,1,2014-08-24 00:00:00.0,16
013149,2,012616,1,2014-08-24 00:00:00.0,74
013105,1,013196,4,2014-08-24 00:00:00.0,0
012817,1,013199,4,2014-08-24 00:00:00.0,0
013199,4,012817,1,2014-08-24 00:00:00.0,2
012817,1,012744,3,2014-08-24 00:00:00.0,0
013196,4,013105,1,2014-08-24 00:00:00.0,790
010190,2,003832,1,2014-08-24 00:00:00.0,2
012744,3,012817,1,2014-08-24 00:00:00.0,8
008719,0,002969,4,2014-08-25 00:00:00.0,8
012807,1,013259,2,2014-08-25 00:00:00.0,0
013259,2,012807,1,2014-08-25 00:00:00.0,16
013250,2,010000,1,2014-08-25 00:00:00.0,2
013242,4,011846,1,2014-08-25 00:00:00.0,74
