time	date	device
01:00:00	2014-01-11	4
01:01:00	2014-01-11	4
01:02:00	2014-01-11	4
01:03:00	2014-01-11	4
01:03:00	2014-01-11	4
01:04:00	2014-01-11	4
01:05:00	2014-01-11	4
01:06:00	2014-01-11	4
01:06:00	2014-01-11	4
01:07:00	2014-01-11	4
01:08:00	2014-01-11	4
01:08:00	2014-01-11	4
01:09:00	2014-01-11	4
01:10:00	2014-01-11	4
01:11:00	2014-01-11	4
01:11:00	2014-01-11	4
01:12:00	2014-01-11	4
01:13:00	2014-01-11	2
01:14:00	2014-01-11	4
01:15:00	2014-01-11	4
01:15:00	2014-01-11	4
01:16:00	2014-01-11	4
01:17:00	2014-01-11	4
01:17:00	2014-01-11	4
01:18:00	2014-01-11	4
01:19:00	2014-01-11	4
01:19:00	2014-01-11	4
01:20:00	2014-01-11	4
01:21:00	2014-01-11	4
01:21:00	2014-01-11	4
01:22:00	2014-01-11	4
01:22:00	2014-01-11	4
01:23:00	2014-01-11	4
01:23:00	2014-01-11	4
01:24:00	2014-01-11	4
01:24:00	2014-01-11	4
01:25:00	2014-01-11	4
01:25:00	2014-01-11	4
01:26:00	2014-01-11	4
01:27:00	2014-01-11	4
01:27:00	2014-01-11	4
01:28:00	2014-01-11	4
01:29:00	2014-01-11	4
01:29:00	2014-01-11	4
01:30:00	2014-01-11	4
01:30:00	2014-01-11	4
01:31:00	2014-01-11	4
01:31:00	2014-01-11	4
01:32:00	2014-01-11	4
01:33:00	2014-01-11	4
01:34:00	2014-01-11	4
01:34:00	2014-01-11	4
01:35:00	2014-01-11	4
01:35:00	2014-01-11	4
01:36:00	2014-01-11	4
01:36:00	2014-01-11	4
01:36:00	2014-01-11	4
01:37:00	2014-01-11	4
01:41:00	2014-01-11	0
01:42:00	2014-01-11	0
01:52:00	2014-01-11	4
01:52:00	2014-01-11	4
01:53:00	2014-01-11	4
01:53:00	2014-01-11	4
01:53:00	2014-01-11	4
01:54:00	2014-01-11	4
01:54:00	2014-01-11	4
01:55:00	2014-01-11	4
01:55:00	2014-01-11	4
01:55:00	2014-01-11	4
09:22:00	2014-01-11	0
10:19:00	2014-01-11	4
10:19:00	2014-01-11	4
10:20:00	2014-01-11	4
10:21:00	2014-01-11	4
10:21:00	2014-01-11	4
10:40:00	2014-01-11	3
10:40:00	2014-01-11	3
10:40:00	2014-01-11	3
10:40:00	2014-01-11	3
11:04:00	2014-01-11	2
11:05:00	2014-01-11	2
12:09:00	2014-01-11	2
12:35:00	2014-01-11	2
12:43:00	2014-01-11	2
12:48:00	2014-01-11	2
14:14:00	2014-01-11	2
14:14:00	2014-01-11	2
14:15:00	2014-01-11	2
15:23:00	2014-01-11	3
15:49:00	2014-01-11	2
15:49:00	2014-01-11	2
16:52:00	2014-01-11	3
16:53:00	2014-01-11	3
16:55:00	2014-01-11	3
19:50:00	2014-01-11	2
19:51:00	2014-01-11	2
19:51:00	2014-01-11	2
20:03:00	2014-01-11	2
20:04:00	2014-01-11	2
20:04:00	2014-01-11	2
20:04:00	2014-01-11	2
20:04:00	2014-01-11	2
20:05:00	2014-01-11	2
20:05:00	2014-01-11	2
20:05:00	2014-01-11	2
20:05:00	2014-01-11	2
20:06:00	2014-01-11	2
20:06:00	2014-01-11	2
20:06:00	2014-01-11	2
20:06:00	2014-01-11	2
20:06:00	2014-01-11	2
20:07:00	2014-01-11	2
20:07:00	2014-01-11	2
20:07:00	2014-01-11	2
20:08:00	2014-01-11	2
20:08:00	2014-01-11	2
20:08:00	2014-01-11	2
20:09:00	2014-01-11	2
20:09:00	2014-01-11	2
20:10:00	2014-01-11	2
20:11:00	2014-01-11	2
20:12:00	2014-01-11	2
20:12:00	2014-01-11	2
20:12:00	2014-01-11	2
20:13:00	2014-01-11	2
20:13:00	2014-01-11	2
20:14:00	2014-01-11	2
20:14:00	2014-01-11	2
20:15:00	2014-01-11	2
20:16:00	2014-01-11	2
20:16:00	2014-01-11	2
20:16:00	2014-01-11	2
08:52:00	2014-01-23	2
12:25:00	2014-01-23	2
12:25:00	2014-01-23	2
12:44:00	2014-01-23	2
12:44:00	2014-01-23	2
12:45:00	2014-01-23	2
12:50:00	2014-01-23	2
13:03:00	2014-01-23	2
17:03:00	2014-01-23	2
17:34:00	2014-01-23	2
17:34:00	2014-01-23	2
17:35:00	2014-01-23	2
17:35:00	2014-01-23	2
17:35:00	2014-01-23	2
17:36:00	2014-01-23	2
17:36:00	2014-01-23	2
17:37:00	2014-01-23	2
17:38:00	2014-01-23	2
17:38:00	2014-01-23	2
17:38:00	2014-01-23	2
17:39:00	2014-01-23	2
17:39:00	2014-01-23	2
17:39:00	2014-01-23	2
17:40:00	2014-01-23	2
17:40:00	2014-01-23	2
17:40:00	2014-01-23	2
17:41:00	2014-01-23	2
17:41:00	2014-01-23	2
17:42:00	2014-01-23	2
17:42:00	2014-01-23	2
17:42:00	2014-01-23	2
17:43:00	2014-01-23	2
17:43:00	2014-01-23	2
17:44:00	2014-01-23	2
17:44:00	2014-01-23	2
17:45:00	2014-01-23	2
17:46:00	2014-01-23	2
19:14:00	2014-01-23	2
05:39:00	2014-01-24	2
05:40:00	2014-01-24	2
05:41:00	2014-01-24	2
05:42:00	2014-01-24	2
05:43:00	2014-01-24	2
05:43:00	2014-01-24	2
05:44:00	2014-01-24	2
05:44:00	2014-01-24	2
05:44:00	2014-01-24	2
05:45:00	2014-01-24	2
05:45:00	2014-01-24	2
05:46:00	2014-01-24	2
05:47:00	2014-01-24	2
05:49:00	2014-01-24	2
05:50:00	2014-01-24	2
05:52:00	2014-01-24	2
05:53:00	2014-01-24	2
05:54:00	2014-01-24	2
05:55:00	2014-01-24	2
08:45:00	2014-01-24	2
09:27:00	2014-01-24	2
10:21:00	2014-01-24	2
10:22:00	2014-01-24	2
10:22:00	2014-01-24	2
10:22:00	2014-01-24	2
10:22:00	2014-01-24	2
10:22:00	2014-01-24	2
10:23:00	2014-01-24	2
10:23:00	2014-01-24	2
10:23:00	2014-01-24	2
10:23:00	2014-01-24	2
10:23:00	2014-01-24	2
10:24:00	2014-01-24	2
10:24:00	2014-01-24	2
10:24:00	2014-01-24	2
10:24:00	2014-01-24	2
10:25:00	2014-01-24	2
10:25:00	2014-01-24	2
10:25:00	2014-01-24	2
10:25:00	2014-01-24	2
10:26:00	2014-01-24	2
10:26:00	2014-01-24	2
10:27:00	2014-01-24	2
11:04:00	2014-01-24	2
11:05:00	2014-01-24	2
13:43:00	2014-01-24	2
18:14:00	2014-01-24	3
18:15:00	2014-01-24	3
19:16:00	2014-01-24	2
19:19:00	2014-01-24	2
19:55:00	2014-01-24	3
19:55:00	2014-01-24	3
19:55:00	2014-01-24	3
19:55:00	2014-01-24	3
19:56:00	2014-01-24	3
20:02:00	2014-01-24	3
20:05:00	2014-01-24	3
20:06:00	2014-01-24	3
20:07:00	2014-01-24	3
20:10:00	2014-01-24	3
20:10:00	2014-01-24	3
20:10:00	2014-01-24	3
20:11:00	2014-01-24	3
20:11:00	2014-01-24	3
20:11:00	2014-01-24	3
20:11:00	2014-01-24	3
20:11:00	2014-01-24	3
20:11:00	2014-01-24	3
20:13:00	2014-01-24	3
20:13:00	2014-01-24	3
20:16:00	2014-01-24	3
20:18:00	2014-01-24	3
20:19:00	2014-01-24	3
22:05:00	2014-01-24	2
22:05:00	2014-01-24	2
22:06:00	2014-01-24	2
22:11:00	2014-01-24	2
22:13:00	2014-01-24	2
22:41:00	2014-01-24	2
22:58:00	2014-01-24	3
22:58:00	2014-01-24	3
22:58:00	2014-01-24	3
22:58:00	2014-01-24	3
22:58:00	2014-01-24	3
23:00:00	2014-01-24	3
23:00:00	2014-01-24	3
23:00:00	2014-01-24	3
23:01:00	2014-01-24	3
23:01:00	2014-01-24	3
23:01:00	2014-01-24	3
23:07:00	2014-01-24	3
06:44:00	2014-01-25	2
06:55:00	2014-01-25	2
06:57:00	2014-01-25	2
07:00:00	2014-01-25	2
12:18:00	2014-01-25	2
17:38:00	2014-01-25	2
17:38:00	2014-01-25	2
18:25:00	2014-01-25	3
18:37:00	2014-01-25	2
18:37:00	2014-01-25	2
18:38:00	2014-01-25	2
09:25:00	2014-01-26	3
10:56:00	2014-01-26	2
10:57:00	2014-01-26	2
10:59:00	2014-01-26	2
10:59:00	2014-01-26	2
11:01:00	2014-01-26	2
11:17:00	2014-01-26	2
13:12:00	2014-01-26	2
13:12:00	2014-01-26	2
13:12:00	2014-01-26	2
13:13:00	2014-01-26	2
15:16:00	2014-01-26	2
15:17:00	2014-01-26	2
15:18:00	2014-01-26	2
15:22:00	2014-01-26	2
07:16:00	2014-01-27	2
13:33:00	2014-01-27	2
13:33:00	2014-01-27	2
13:34:00	2014-01-27	2
13:34:00	2014-01-27	2
13:34:00	2014-01-27	2
13:34:00	2014-01-27	2
09:17:00	2014-01-28	0
09:18:00	2014-01-28	0
09:19:00	2014-01-28	0
09:19:00	2014-01-28	0
09:19:00	2014-01-28	0
09:19:00	2014-01-28	0
09:19:00	2014-01-28	0
09:32:00	2014-01-28	0
09:32:00	2014-01-28	0
09:32:00	2014-01-28	0
09:32:00	2014-01-28	0
09:32:00	2014-01-28	0
09:32:00	2014-01-28	0
09:33:00	2014-01-28	0
09:33:00	2014-01-28	0
09:33:00	2014-01-28	0
09:33:00	2014-01-28	0
09:33:00	2014-01-28	0
09:33:00	2014-01-28	0
09:53:00	2014-01-28	0
09:53:00	2014-01-28	0
10:00:00	2014-01-28	0
10:00:00	2014-01-28	0
10:01:00	2014-01-28	0
10:01:00	2014-01-28	0
10:01:00	2014-01-28	0
10:01:00	2014-01-28	0
10:01:00	2014-01-28	0
10:01:00	2014-01-28	0
10:03:00	2014-01-28	0
10:03:00	2014-01-28	0
11:05:00	2014-01-28	2
11:06:00	2014-01-28	2
11:06:00	2014-01-28	2
11:06:00	2014-01-28	2
11:07:00	2014-01-28	2
11:07:00	2014-01-28	2
11:07:00	2014-01-28	2
11:07:00	2014-01-28	2
11:07:00	2014-01-28	2
14:41:00	2014-01-28	3
16:25:00	2014-01-28	4
16:26:00	2014-01-28	4
16:26:00	2014-01-28	4
16:27:00	2014-01-28	4
16:27:00	2014-01-28	4
16:28:00	2014-01-28	4
16:28:00	2014-01-28	4
16:29:00	2014-01-28	4
16:29:00	2014-01-28	4
16:30:00	2014-01-28	4
16:30:00	2014-01-28	4
16:30:00	2014-01-28	4
16:31:00	2014-01-28	4
16:31:00	2014-01-28	4
16:32:00	2014-01-28	4
16:32:00	2014-01-28	4
16:32:00	2014-01-28	4
16:32:00	2014-01-28	4
16:33:00	2014-01-28	4
16:33:00	2014-01-28	4
16:33:00	2014-01-28	4
16:34:00	2014-01-28	4
16:34:00	2014-01-28	4
16:34:00	2014-01-28	4
16:35:00	2014-01-28	4
16:37:00	2014-01-28	4
18:40:00	2014-01-28	2
20:46:00	2014-01-28	3
20:48:00	2014-01-28	3
20:49:00	2014-01-28	3
20:51:00	2014-01-28	3
20:54:00	2014-01-28	3
20:54:00	2014-01-28	3
20:55:00	2014-01-28	3
20:57:00	2014-01-28	3
20:57:00	2014-01-28	3
20:57:00	2014-01-28	3
20:57:00	2014-01-28	3
20:57:00	2014-01-28	3
20:58:00	2014-01-28	3
21:13:00	2014-01-28	3
21:13:00	2014-01-28	3
21:16:00	2014-01-28	3
21:17:00	2014-01-28	3
21:17:00	2014-01-28	3
21:17:00	2014-01-28	3
21:34:00	2014-01-28	4
21:34:00	2014-01-28	4
21:34:00	2014-01-28	4
22:08:00	2014-01-28	4
22:12:00	2014-01-28	4
22:13:00	2014-01-28	4
04:53:00	2014-01-29	4
04:53:00	2014-01-29	4
04:53:00	2014-01-29	4
05:08:00	2014-01-29	4
05:21:00	2014-01-29	2
05:21:00	2014-01-29	2
05:21:00	2014-01-29	2
07:29:00	2014-01-29	2
07:29:00	2014-01-29	2
07:29:00	2014-01-29	2
07:29:00	2014-01-29	2
07:29:00	2014-01-29	2
07:34:00	2014-01-29	2
07:35:00	2014-01-29	2
07:35:00	2014-01-29	2
07:35:00	2014-01-29	2
07:35:00	2014-01-29	2
07:36:00	2014-01-29	2
07:36:00	2014-01-29	2
07:36:00	2014-01-29	2
07:37:00	2014-01-29	2
13:58:00	2014-01-29	2
14:31:00	2014-01-29	3
14:31:00	2014-01-29	3
14:33:00	2014-01-29	3
14:33:00	2014-01-29	3
14:33:00	2014-01-29	3
14:33:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
14:34:00	2014-01-29	3
15:14:00	2014-01-29	3
15:14:00	2014-01-29	3
15:14:00	2014-01-29	3
15:14:00	2014-01-29	3
15:23:00	2014-01-29	3
15:48:00	2014-01-29	2
17:22:00	2014-01-29	2
17:22:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:12:00	2014-01-29	2
21:13:00	2014-01-29	2
21:13:00	2014-01-29	2
21:13:00	2014-01-29	2
21:13:00	2014-01-29	2
21:13:00	2014-01-29	2
21:13:00	2014-01-29	2
21:22:00	2014-01-29	3
21:22:00	2014-01-29	3
21:22:00	2014-01-29	3
21:22:00	2014-01-29	3
21:22:00	2014-01-29	3
21:22:00	2014-01-29	3
21:37:00	2014-01-29	4
21:38:00	2014-01-29	4
21:40:00	2014-01-29	4
21:47:00	2014-01-29	4
21:48:00	2014-01-29	4
21:50:00	2014-01-29	4
21:51:00	2014-01-29	4
21:52:00	2014-01-29	4
21:52:00	2014-01-29	4
22:07:00	2014-01-29	2
22:07:00	2014-01-29	2
22:37:00	2014-01-29	4
22:38:00	2014-01-29	4
22:40:00	2014-01-29	4
22:43:00	2014-01-29	4
22:46:00	2014-01-29	4
22:48:00	2014-01-29	4
22:52:00	2014-01-29	4
22:55:00	2014-01-29	4
22:57:00	2014-01-29	4
23:01:00	2014-01-29	4
23:01:00	2014-01-29	4
07:45:00	2014-01-30	2
07:45:00	2014-01-30	2
07:45:00	2014-01-30	2
07:45:00	2014-01-30	2
07:46:00	2014-01-30	2
07:46:00	2014-01-30	2
13:13:00	2014-01-30	3
13:14:00	2014-01-30	3
13:14:00	2014-01-30	3
13:14:00	2014-01-30	3
13:15:00	2014-01-30	3
13:15:00	2014-01-30	3
13:16:00	2014-01-30	3
13:16:00	2014-01-30	3
13:16:00	2014-01-30	3
13:17:00	2014-01-30	3
13:17:00	2014-01-30	3
13:17:00	2014-01-30	3
13:18:00	2014-01-30	3
13:18:00	2014-01-30	3
13:18:00	2014-01-30	3
13:18:00	2014-01-30	3
13:19:00	2014-01-30	3
13:19:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:34:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:35:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:36:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:37:00	2014-01-30	3
13:38:00	2014-01-30	3
13:38:00	2014-01-30	3
14:00:00	2014-01-30	0
14:01:00	2014-01-30	0
14:02:00	2014-01-30	0
14:02:00	2014-01-30	0
14:09:00	2014-01-30	0
14:09:00	2014-01-30	0
14:10:00	2014-01-30	0
14:10:00	2014-01-30	0
14:10:00	2014-01-30	0
14:11:00	2014-01-30	0
14:24:00	2014-01-30	0
14:24:00	2014-01-30	0
14:24:00	2014-01-30	0
14:24:00	2014-01-30	0
14:24:00	2014-01-30	0
14:24:00	2014-01-30	0
15:57:00	2014-01-30	4
16:05:00	2014-01-30	4
16:12:00	2014-01-30	4
16:20:00	2014-01-30	4
17:43:00	2014-01-30	4
19:26:00	2014-01-30	2
00:24:00	2014-01-31	2
00:25:00	2014-01-31	2
00:25:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:45:00	2014-01-31	2
10:46:00	2014-01-31	3
11:49:00	2014-01-31	3
12:58:00	2014-01-31	2
15:15:00	2014-01-31	2
15:42:00	2014-01-31	2
15:43:00	2014-01-31	2
15:45:00	2014-01-31	2
15:45:00	2014-01-31	3
15:45:00	2014-01-31	3
15:46:00	2014-01-31	3
15:46:00	2014-01-31	3
17:37:00	2014-01-31	2
18:03:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:04:00	2014-01-31	2
18:05:00	2014-01-31	2
18:05:00	2014-01-31	2
18:15:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:18:00	2014-01-31	2
18:19:00	2014-01-31	3
18:20:00	2014-01-31	3
18:20:00	2014-01-31	3
18:20:00	2014-01-31	3
18:20:00	2014-01-31	3
18:20:00	2014-01-31	3
18:20:00	2014-01-31	3
18:21:00	2014-01-31	3
18:21:00	2014-01-31	3
18:42:00	2014-01-31	2
18:44:00	2014-01-31	2
18:46:00	2014-01-31	1
18:52:00	2014-01-31	4
18:54:00	2014-01-31	4
18:55:00	2014-01-31	4
18:55:00	2014-01-31	4
18:56:00	2014-01-31	4
18:57:00	2014-01-31	4
18:58:00	2014-01-31	4
18:58:00	2014-01-31	4
18:58:00	2014-01-31	4
18:59:00	2014-01-31	4
19:00:00	2014-01-31	4
19:15:00	2014-01-31	4
19:21:00	2014-01-31	4
21:06:00	2014-01-31	2
08:46:00	2014-01-01	0
08:46:00	2014-01-01	0
08:47:00	2014-01-01	0
08:47:00	2014-01-01	0
08:48:00	2014-01-01	0
08:49:00	2014-01-01	0
08:54:00	2014-01-01	4
08:56:00	2014-01-01	4
08:58:00	2014-01-01	4
09:02:00	2014-01-01	4
09:04:00	2014-01-01	4
09:07:00	2014-01-01	4
09:20:00	2014-01-01	4
09:21:00	2014-01-01	4
09:25:00	2014-01-01	4
09:31:00	2014-01-01	4
09:33:00	2014-01-01	3
09:38:00	2014-01-01	4
09:43:00	2014-01-01	2
09:43:00	2014-01-01	2
09:43:00	2014-01-01	2
09:43:00	2014-01-01	2
09:44:00	2014-01-01	2
09:44:00	2014-01-01	2
09:44:00	2014-01-01	2
09:44:00	2014-01-01	2
09:44:00	2014-01-01	2
09:44:00	2014-01-01	2
09:45:00	2014-01-01	2
09:45:00	2014-01-01	2
10:19:00	2014-01-01	4
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
10:28:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:21:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
11:58:00	2014-01-01	2
13:29:00	2014-01-01	2
14:26:00	2014-01-01	4
14:26:00	2014-01-01	4
14:26:00	2014-01-01	4
14:26:00	2014-01-01	4
14:27:00	2014-01-01	2
14:28:00	2014-01-01	2
14:28:00	2014-01-01	2
14:28:00	2014-01-01	4
16:33:00	2014-01-01	4
16:33:00	2014-01-01	4
16:34:00	2014-01-01	4
16:34:00	2014-01-01	4
16:34:00	2014-01-01	4
16:35:00	2014-01-01	4
16:35:00	2014-01-01	4
16:36:00	2014-01-01	4
16:37:00	2014-01-01	4
16:37:00	2014-01-01	4
16:41:00	2014-01-01	4
17:01:00	2014-01-01	3
17:01:00	2014-01-01	3
17:15:00	2014-01-01	2
17:16:00	2014-01-01	2
17:16:00	2014-01-01	2
17:16:00	2014-01-01	2
17:17:00	2014-01-01	2
17:17:00	2014-01-01	2
17:17:00	2014-01-01	2
17:22:00	2014-01-01	3
19:17:00	2014-01-01	4
19:18:00	2014-01-01	4
19:18:00	2014-01-01	4
19:18:00	2014-01-01	4
19:18:00	2014-01-01	4
19:18:00	2014-01-01	4
19:19:00	2014-01-01	4
19:19:00	2014-01-01	4
19:19:00	2014-01-01	4
19:19:00	2014-01-01	4
19:19:00	2014-01-01	4
19:20:00	2014-01-01	4
19:20:00	2014-01-01	4
20:49:00	2014-01-01	2
20:49:00	2014-01-01	2
20:49:00	2014-01-01	2
21:41:00	2014-01-01	3
21:42:00	2014-01-01	3
21:42:00	2014-01-01	3
21:42:00	2014-01-01	3
21:43:00	2014-01-01	3
21:46:00	2014-01-01	3
07:58:00	2014-01-02	2
07:59:00	2014-01-02	2
07:59:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
10:43:00	2014-01-02	2
13:53:00	2014-01-02	2
13:54:00	2014-01-02	2
16:25:00	2014-01-02	2
16:27:00	2014-01-02	2
16:28:00	2014-01-02	2
10:46:00	2014-01-04	4
10:46:00	2014-01-04	4
10:46:00	2014-01-04	4
10:46:00	2014-01-04	4
10:46:00	2014-01-04	4
10:46:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
10:47:00	2014-01-04	4
11:03:00	2014-01-04	3
11:04:00	2014-01-04	2
11:07:00	2014-01-04	2
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:09:00	2014-01-04	4
11:10:00	2014-01-04	4
11:10:00	2014-01-04	4
11:10:00	2014-01-04	4
11:10:00	2014-01-04	4
11:10:00	2014-01-04	4
11:21:00	2014-01-04	4
11:21:00	2014-01-04	4
11:21:00	2014-01-04	4
11:21:00	2014-01-04	4
11:22:00	2014-01-04	4
11:22:00	2014-01-04	4
11:22:00	2014-01-04	4
11:22:00	2014-01-04	4
11:22:00	2014-01-04	4
11:22:00	2014-01-04	4
11:26:00	2014-01-04	4
11:27:00	2014-01-04	4
11:33:00	2014-01-04	4
11:33:00	2014-01-04	4
11:33:00	2014-01-04	4
11:34:00	2014-01-04	4
11:34:00	2014-01-04	4
11:34:00	2014-01-04	4
11:34:00	2014-01-04	4
11:35:00	2014-01-04	4
11:35:00	2014-01-04	4
11:35:00	2014-01-04	4
11:35:00	2014-01-04	4
11:35:00	2014-01-04	4
11:36:00	2014-01-04	4
11:36:00	2014-01-04	4
11:45:00	2014-01-04	4
11:46:00	2014-01-04	4
11:46:00	2014-01-04	4
11:46:00	2014-01-04	4
11:47:00	2014-01-04	4
11:48:00	2014-01-04	4
11:49:00	2014-01-04	4
11:50:00	2014-01-04	4
11:51:00	2014-01-04	4
11:52:00	2014-01-04	4
11:53:00	2014-01-04	4
11:53:00	2014-01-04	4
13:03:00	2014-01-04	4
13:03:00	2014-01-04	4
13:03:00	2014-01-04	4
13:03:00	2014-01-04	4
13:03:00	2014-01-04	4
13:03:00	2014-01-04	4
13:04:00	2014-01-04	4
13:04:00	2014-01-04	4
13:04:00	2014-01-04	4
13:04:00	2014-01-04	4
13:04:00	2014-01-04	4
13:04:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:34:00	2014-01-04	4
15:35:00	2014-01-04	4
15:35:00	2014-01-04	4
15:35:00	2014-01-04	4
16:53:00	2014-01-04	4
16:59:00	2014-01-04	4
16:59:00	2014-01-04	4
16:59:00	2014-01-04	4
16:59:00	2014-01-04	4
16:59:00	2014-01-04	4
16:59:00	2014-01-04	4
17:00:00	2014-01-04	4
17:00:00	2014-01-04	4
17:00:00	2014-01-04	4
17:00:00	2014-01-04	4
17:00:00	2014-01-04	4
17:00:00	2014-01-04	4
17:02:00	2014-01-04	4
17:02:00	2014-01-04	4
17:02:00	2014-01-04	4
17:02:00	2014-01-04	4
17:02:00	2014-01-04	4
17:03:00	2014-01-04	4
17:03:00	2014-01-04	4
17:03:00	2014-01-04	4
17:03:00	2014-01-04	4
17:03:00	2014-01-04	4
18:23:00	2014-01-04	3
18:25:00	2014-01-04	3
18:28:00	2014-01-04	3
18:28:00	2014-01-04	3
18:29:00	2014-01-04	3
18:29:00	2014-01-04	3
18:32:00	2014-01-04	3
18:33:00	2014-01-04	3
18:34:00	2014-01-04	3
18:38:00	2014-01-04	3
19:19:00	2014-01-04	1
19:22:00	2014-01-04	1
19:23:00	2014-01-04	1
19:24:00	2014-01-04	1
20:24:00	2014-01-04	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:34:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:35:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
09:47:00	2014-01-05	4
